code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,A4310,Insertion tray without drainage bag and without catheter (accessories only),,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4311,"Insertion tray without drainage bag with indwelling catheter, Foley type, 2-way latex with coating (Teflon, silicone, silicone elastomer or hydrophilic, etc.)",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4312,"Insertion tray without drainage bag with indwelling catheter, Foley type, 2-way, all silicone",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4313,"Insertion tray without drainage bag with indwelling catheter, Foley type, 3-way, for continuous irrigation",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4314,"Insertion tray with drainage bag with indwelling catheter, Foley type, 2-way latex with coating (Teflon, silicone, silicone elastomer or hydrophilic, etc.)",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4315,"Insertion tray with drainage bag with indwelling catheter, Foley type, 2-way, all silicone",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4316,"Insertion tray with drainage bag with indwelling catheter, Foley type, 3-way, for continuous irrigation",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4318,"Female external urinary collection cup, with or without ring attachment, per day",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4320,"Irrigation tray with bulb or piston syringe, any purpose",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4321,Therapeutic agent for urinary catheter irrigation,,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4322,"Irrigation syringe, bulb or piston, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4326,"Male external catheter with integral collection chamber, any type, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4327,"Female external urinary collection device; meatal cup, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4328,"Female external urinary collection device; pouch, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4330,"Perianal fecal collection pouch with adhesive, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4331,"Extension drainage tubing, any type, any length, with connector/adaptor, for use with urinary leg bag or urostomy pouch, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4332,"Lubricant, individual sterile packet, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4333,"Urinary catheter anchoring device, adhesive skin attachment, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4334,"Urinary catheter anchoring device, leg strap, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4335,Incontinence supply; miscellaneous,,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4336,"Incontinence supply, urethral insert, any type, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4337,"Incontinence supply, rectal insert, any type, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4338,"Indwelling catheter; Foley type, 2-way latex with coating (Teflon, silicone, silicone elastomer, or hydrophilic, etc.), each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4340,"Indwelling catheter; specialty type, (e.g., coude, mushroom, wing, etc.), each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4341,"Indwelling intraurethral drainage device with valve, patient inserted, replacement only, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4342,"Accessories for patient inserted indwelling intraurethral drainage device with valve, replacement only, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4344,"Indwelling catheter, foley type, two-way, all silicone or polyurethane, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4346,"Indwelling catheter; Foley type, three way for continuous irrigation, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4349,"Male external catheter, with or without adhesive, disposable, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4351,"Intermittent urinary catheter; straight tip, with or without coating (teflon, silicone, or silicone elastomer, etc.), each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4352,"Intermittent urinary catheter; coude (curved) tip, with or without coating (teflon, silicone, or silicone elastomeric, etc.), each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4353,"Intermittent urinary catheter, with insertion supplies",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4354,Insertion tray with drainage bag but without catheter,,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4355,"Irrigation tubing set for continuous bladder irrigation through a 3-way indwelling Foley catheter, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4356,"External urethral clamp or compression device (not to be used for catheter clamp), each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4357,"Bedside drainage bag, day or night, with or without anti-reflux device, with or without tube, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4358,"Urinary drainage bag, leg or abdomen, vinyl, with or without tube, with straps, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4360,"Disposable external urethral clamp or compression device, with pad and/or pouch, each",,A4206-A8004,Medical And Surgical Supplies,A4310-A4360,Incontinence Devices and Supplies,,,,,,,,
HCPCS,A4361,"Ostomy faceplate, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4362,"Skin barrier; solid, 4 x 4 or equivalent; each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4363,"Ostomy clamp, any type, replacement only, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4364,"Adhesive, liquid or equal, any type, per oz",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4366,"Ostomy vent, any type, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4367,"Ostomy belt, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4368,"Ostomy filter, any type, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4369,"Ostomy skin barrier, liquid (spray, brush, etc), per oz",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4371,"Ostomy skin barrier, powder, per oz",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4372,"Ostomy skin barrier, solid 4x4 or equivalent, standard wear, with built-in convexity, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4373,"Ostomy skin barrier, with flange (solid, flexible or accordian), with built-in convexity, any size, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4375,"Ostomy pouch, drainable, with faceplate attached, plastic, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4376,"Ostomy pouch, drainable, with faceplate attached, rubber, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4377,"Ostomy pouch, drainable, for use on faceplate, plastic, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4378,"Ostomy pouch, drainable, for use on faceplate, rubber, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4379,"Ostomy pouch, urinary, with faceplate attached, plastic, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4380,"Ostomy pouch, urinary, with faceplate attached, rubber, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4381,"Ostomy pouch, urinary, for use on faceplate, plastic, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4382,"Ostomy pouch, urinary, for use on faceplate, heavy plastic, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4383,"Ostomy pouch, urinary, for use on faceplate, rubber, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4384,"Ostomy faceplate equivalent, silicone ring, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4385,"Ostomy skin barrier, solid 4x4 or equivalent, extended wear, without built-in convexity, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4387,"Ostomy pouch, closed, with barrier attached, with built-in convexity (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4388,"Ostomy pouch, drainable, with extended wear barrier attached, (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4389,"Ostomy pouch, drainable, with barrier attached, with built-in convexity (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4390,"Ostomy pouch, drainable, with extended wear barrier attached, with built-in convexity (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4391,"Ostomy pouch, urinary, with extended wear barrier attached (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4392,"Ostomy pouch, urinary, with standard wear barrier attached, with built-in convexity (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4393,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4394,"Ostomy deodorant, with or without lubricant, for use in ostomy pouch, per fluid ounce",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4395,"Ostomy deodorant for use in ostomy pouch, solid, per tablet",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4396,Ostomy belt with peristomal hernia support,,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4398,"Ostomy irrigation supply; bag, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4399,"Ostomy irrigation supply; cone/catheter, with or without brush",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4400,Ostomy irrigation set,,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4402,"Lubricant, per ounce",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4404,"Ostomy ring, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4405,"Ostomy skin barrier, non-pectin based, paste, per ounce",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4406,"Ostomy skin barrier, pectin-based, paste, per ounce",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4407,"Ostomy skin barrier, with flange (solid, flexible, or accordion), extended wear, with built-in convexity, 4 x 4 inches or smaller, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4408,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, with built-in convexity, larger than 4 x 4 inches, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4409,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, 4 x 4 inches or smaller, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4410,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, larger than 4 x 4 inches, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4411,"Ostomy skin barrier, solid 4x4 or equivalent, extended wear, with built-in convexity, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4412,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2-piece system), without filter, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4413,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2-piece system), with filter, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4414,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, 4 x 4 inches or smaller, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4415,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, larger than 4x4 inches, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4416,"Ostomy pouch, closed, with barrier attached, with filter (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4417,"Ostomy pouch, closed, with barrier attached, with built-in convexity, with filter (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4418,"Ostomy pouch, closed; without barrier attached, with filter (1-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4419,"Ostomy pouch, closed; for use on barrier with non-locking flange, with filter (2-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4420,"Ostomy pouch, closed; for use on barrier with locking flange (2-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4421,Ostomy supply; miscellaneous,,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4422,"Ostomy absorbent material (sheet/pad/crystal packet) for use in ostomy pouch to thicken liquid stomal output, each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
HCPCS,A4423,"Ostomy pouch, closed; for use on barrier with locking flange, with filter (2-piece), each",,A4206-A8004,Medical And Surgical Supplies,A4361-A4438,Ostomy Pouches and Supplies,,,,,,,,
